,Latitude,Longitude,Class,EventDays,EventStart,EventEnd,Event_Days,EventLabel,OutsideEvent
1.31_33.85,33.85138889,1.3125,5.0,24.0,"['2017-07-28', '2018-07-18', '2019-07-10', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-20', '2019-07-13', '2019-08-09', '2021-08-13']","[1, 3, 4, 3, 2]","[10261.0, 14225.0, 20315.0, 21154.0, 37868.0]",False
2.31_33.85,33.85138889,2.3125,5.0,27.0,"['2017-07-28', '2018-07-18', '2019-07-10', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-20', '2019-07-13', '2019-08-09', '2021-08-13']","[1, 3, 4, 3, 2]","[10261.0, 14225.0, 20315.0, 21154.0, 37868.0]",False
3.31_33.85,33.85138889,3.3125,5.0,27.0,"['2017-07-28', '2018-07-18', '2019-07-10', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-20', '2019-07-13', '2019-08-09', '2021-08-13']","[1, 3, 4, 3, 2]","[10261.0, 14225.0, 20315.0, 21154.0, 37868.0]",False
4.31_33.85,33.85138889,4.3125,5.0,24.0,"['2017-07-28', '2018-07-18', '2019-07-10', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-20', '2019-07-13', '2019-08-09', '2021-08-13']","[1, 3, 4, 3, 2]","[10261.0, 14225.0, 20315.0, 21154.0, 37868.0]",False
5.31_33.85,33.85138889,5.3125,5.0,26.0,"['2017-07-28', '2018-07-18', '2019-07-10', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-20', '2019-07-13', '2019-08-09', '2021-08-13']","[1, 3, 4, 3, 2]","[10261.0, 14225.0, 20315.0, 21154.0, 37868.0]",False
7.31_33.85,33.85138889,7.3125,5.0,15.0,"['2017-07-28', '2018-07-18', '2019-07-10', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-20', '2019-07-13', '2019-08-09', '2021-08-13']","[1, 3, 4, 3, 2]","[10261.0, 14225.0, 20315.0, 21154.0, 37868.0]",False
8.31_33.85,33.85138889,8.30972222,5.0,14.0,"['2017-07-28', '2018-07-18', '2019-07-10', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-20', '2019-07-13', '2019-08-09', '2021-08-13']","[1, 3, 4, 3, 2]","[10261.0, 14225.0, 20315.0, 21154.0, 37868.0]",False
9.31_33.85,33.85138889,9.30972222,5.0,10.0,"['2017-07-28', '2018-07-18', '2019-07-10', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-20', '2019-07-13', '2019-08-09', '2021-08-13']","[1, 3, 4, 3, 2]","[10261.0, 14225.0, 20315.0, 21154.0, 37868.0]",False
0.19_33.73,33.72638889,0.1875,5.0,17.0,"['2017-07-28', '2018-07-18', '2019-07-10', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-20', '2019-07-13', '2019-08-09', '2021-08-13']","[1, 3, 4, 3, 2]","[10261.0, 14225.0, 20315.0, 21154.0, 37868.0]",False
1.27_33.72,33.72361111,1.27361111,5.0,24.0,"['2017-07-28', '2018-07-18', '2019-07-10', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-20', '2019-07-13', '2019-08-09', '2021-08-13']","[1, 3, 4, 3, 2]","[10261.0, 14225.0, 20315.0, 21154.0, 37868.0]",False
2.19_33.73,33.72638889,2.1875,5.0,27.0,"['2017-07-28', '2018-07-18', '2019-07-10', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-20', '2019-07-13', '2019-08-09', '2021-08-13']","[1, 3, 4, 3, 2]","[10261.0, 14225.0, 20315.0, 21154.0, 37868.0]",False
3.19_33.73,33.72638889,3.1875,5.0,25.0,"['2017-07-28', '2018-07-18', '2019-07-10', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-20', '2019-07-13', '2019-08-09', '2021-08-13']","[1, 3, 4, 3, 2]","[10261.0, 14225.0, 20315.0, 21154.0, 37868.0]",False
4.19_33.73,33.72638889,4.1875,5.0,25.0,"['2017-07-28', '2018-07-18', '2019-07-10', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-20', '2019-07-13', '2019-08-09', '2021-08-13']","[1, 3, 4, 3, 2]","[10261.0, 14225.0, 20315.0, 21154.0, 37868.0]",False
6.19_33.73,33.72638889,6.1875,5.0,19.0,"['2017-07-28', '2018-07-18', '2019-07-10', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-20', '2019-07-13', '2019-08-09', '2021-08-13']","[1, 3, 4, 3, 2]","[10261.0, 14225.0, 20315.0, 21154.0, 37868.0]",False
7.19_33.73,33.72638889,7.1875,5.0,16.0,"['2017-07-28', '2018-07-18', '2019-07-10', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-20', '2019-07-13', '2019-08-09', '2021-08-13']","[1, 3, 4, 3, 2]","[10261.0, 14225.0, 20315.0, 21154.0, 37868.0]",False
8.18_33.73,33.72638889,8.18472222,5.0,14.0,"['2017-07-28', '2018-07-18', '2019-07-10', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-20', '2019-07-13', '2019-08-09', '2021-08-13']","[1, 3, 4, 3, 2]","[10261.0, 14225.0, 20315.0, 21154.0, 37868.0]",False
9.18_33.73,33.72638889,9.18472222,5.0,11.0,"['2017-07-28', '2018-07-18', '2019-07-10', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-20', '2019-07-13', '2019-08-09', '2021-08-13']","[1, 3, 4, 3, 2]","[10261.0, 14225.0, 20315.0, 21154.0, 37868.0]",False
10.24_33.73,33.72638889,10.24305556,5.0,12.0,"['2017-07-28', '2018-07-18', '2019-07-10', '2019-08-07', '2021-08-06']","['2017-07-28', '2018-07-20', '2019-07-13', '2019-08-09', '2021-08-13']","[1, 3, 4, 3, 2]","[10261.0, 14225.0, 20315.0, 21154.0, 37868.0]",False
0.06_33.6,33.60138889,0.0625,5.0,18.0,"['2017-07-28', '2018-07-13', '2019-07-11', '2019-07-30', '2019-08-08', '2021-08-13']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-13']","[1, 6, 3, 1, 2, 1]","[10261.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
1.18_33.6,33.60138889,1.17916667,5.0,26.0,"['2017-07-28', '2018-07-13', '2019-07-11', '2019-07-30', '2019-08-08', '2021-08-13']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-13']","[1, 6, 3, 1, 2, 1]","[10261.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
2.06_33.6,33.60138889,2.0625,5.0,27.0,"['2017-07-28', '2018-07-13', '2019-07-11', '2019-07-30', '2019-08-08', '2021-08-13']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-13']","[1, 6, 3, 1, 2, 1]","[10261.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
3.06_33.6,33.60138889,3.0625,5.0,27.0,"['2017-07-28', '2018-07-13', '2019-07-11', '2019-07-30', '2019-08-08', '2021-08-13']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-13']","[1, 6, 3, 1, 2, 1]","[10261.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
4.06_33.6,33.60138889,4.0625,5.0,27.0,"['2017-07-28', '2018-07-13', '2019-07-11', '2019-07-30', '2019-08-08', '2021-08-13']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-13']","[1, 6, 3, 1, 2, 1]","[10261.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
5.06_33.6,33.60138889,5.0625,5.0,30.0,"['2017-07-28', '2018-07-13', '2019-07-11', '2019-07-30', '2019-08-08', '2021-08-13']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-13']","[1, 6, 3, 1, 2, 1]","[10261.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
6.06_33.6,33.60138889,6.0625,5.0,22.0,"['2017-07-28', '2018-07-13', '2019-07-11', '2019-07-30', '2019-08-08', '2021-08-13']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-13']","[1, 6, 3, 1, 2, 1]","[10261.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
8.06_33.6,33.60138889,8.05972222,5.0,15.0,"['2017-07-28', '2018-07-13', '2019-07-11', '2019-07-30', '2019-08-08', '2021-08-13']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-13']","[1, 6, 3, 1, 2, 1]","[10261.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
9.06_33.6,33.60138889,9.05972222,5.0,12.0,"['2017-07-28', '2018-07-13', '2019-07-11', '2019-07-30', '2019-08-08', '2021-08-13']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-13']","[1, 6, 3, 1, 2, 1]","[10261.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
10.06_33.6,33.60138889,10.05972222,5.0,14.0,"['2017-07-28', '2018-07-13', '2019-07-11', '2019-07-30', '2019-08-08', '2021-08-13']","['2017-07-28', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-13']","[1, 6, 3, 1, 2, 1]","[10261.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
0.91_33.35,33.35138889,0.90972222,5.0,24.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
1.81_33.35,33.35138889,1.8125,5.0,29.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
2.81_33.35,33.35138889,2.8125,5.0,26.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
3.81_33.35,33.35138889,3.8125,5.0,29.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
4.81_33.35,33.35138889,4.8125,5.0,30.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
5.81_33.35,33.35138889,5.8125,5.0,24.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
6.81_33.35,33.35138889,6.8125,5.0,19.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
7.81_33.35,33.35138889,7.8125,5.0,16.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
9.81_33.35,33.35138889,9.80972222,5.0,13.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
10.81_33.35,33.35138889,10.80972222,5.0,11.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
0.94_33.23,33.22638889,0.9375,5.0,25.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
1.94_33.23,33.22638889,1.9375,5.0,28.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
2.94_33.23,33.22638889,2.9375,5.0,25.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
3.94_33.23,33.22638889,3.9375,5.0,28.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
4.94_33.23,33.22638889,4.9375,5.0,29.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
5.94_33.23,33.22638889,5.9375,5.0,23.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
7.93_33.23,33.22638889,7.93472222,5.0,16.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
8.93_33.23,33.22638889,8.93472222,5.0,15.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
9.93_33.23,33.22638889,9.93472222,5.0,13.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
10.93_33.23,33.22638889,10.93472222,5.0,11.0,"['2018-07-08', '2018-07-06', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-08', '2021-08-14']","['2018-07-08', '2018-07-06', '2018-07-27', '2019-07-13', '2019-07-30', '2019-08-09', '2021-08-14']","[1, 1, 8, 3, 2, 2, 1]","[13837.0, 14000.0, 14225.0, 20315.0, 20865.0, 21154.0, 37868.0]",False
0.94_32.98,32.97638889,0.9375,5.0,26.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-09', '2021-07-16', '2021-08-14']","['2018-07-08', '2018-07-27', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-17', '2021-08-14']","[2, 8, 4, 2, 1, 2, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37254.0, 37868.0]",False
1.94_32.98,32.97638889,1.9375,5.0,26.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-09', '2021-07-16', '2021-08-14']","['2018-07-08', '2018-07-27', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-17', '2021-08-14']","[2, 8, 4, 2, 1, 2, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37254.0, 37868.0]",False
2.94_32.98,32.97638889,2.9375,5.0,24.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-09', '2021-07-16', '2021-08-14']","['2018-07-08', '2018-07-27', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-17', '2021-08-14']","[2, 8, 4, 2, 1, 2, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37254.0, 37868.0]",False
4.94_32.98,32.97638889,4.9375,5.0,27.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-09', '2021-07-16', '2021-08-14']","['2018-07-08', '2018-07-27', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-17', '2021-08-14']","[2, 8, 4, 2, 1, 2, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37254.0, 37868.0]",False
5.94_32.98,32.97638889,5.9375,5.0,22.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-09', '2021-07-16', '2021-08-14']","['2018-07-08', '2018-07-27', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-17', '2021-08-14']","[2, 8, 4, 2, 1, 2, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37254.0, 37868.0]",False
6.94_32.98,32.97638889,6.9375,5.0,16.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-09', '2021-07-16', '2021-08-14']","['2018-07-08', '2018-07-27', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-17', '2021-08-14']","[2, 8, 4, 2, 1, 2, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37254.0, 37868.0]",False
7.93_32.98,32.97638889,7.93472222,5.0,18.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-09', '2021-07-16', '2021-08-14']","['2018-07-08', '2018-07-27', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-17', '2021-08-14']","[2, 8, 4, 2, 1, 2, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37254.0, 37868.0]",False
8.93_32.98,32.97638889,8.93472222,5.0,13.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-09', '2021-07-16', '2021-08-14']","['2018-07-08', '2018-07-27', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-17', '2021-08-14']","[2, 8, 4, 2, 1, 2, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37254.0, 37868.0]",False
9.93_32.98,32.97638889,9.93472222,5.0,12.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-09', '2021-07-16', '2021-08-14']","['2018-07-08', '2018-07-27', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-17', '2021-08-14']","[2, 8, 4, 2, 1, 2, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37254.0, 37868.0]",False
10.93_32.98,32.97638889,10.93472222,5.0,11.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-29', '2019-08-09', '2021-07-16', '2021-08-14']","['2018-07-08', '2018-07-27', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-17', '2021-08-14']","[2, 8, 4, 2, 1, 2, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37254.0, 37868.0]",False
0.44_32.73,32.72638889,0.4375,5.0,23.0,"['2016-07-12', '2018-07-03', '2018-07-14', '2019-07-11', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-04']","['2016-07-12', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-14']","[1, 3, 8, 3, 1, 1, 1, 1, 5]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37172.0, 37254.0, 37868.0]",False
1.44_32.73,32.72638889,1.4375,5.0,28.0,"['2016-07-12', '2018-07-03', '2018-07-14', '2019-07-11', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-04']","['2016-07-12', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-14']","[1, 3, 8, 3, 1, 1, 1, 1, 5]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37172.0, 37254.0, 37868.0]",False
3.44_32.73,32.72638889,3.4375,5.0,21.0,"['2016-07-12', '2018-07-03', '2018-07-14', '2019-07-11', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-04']","['2016-07-12', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-14']","[1, 3, 8, 3, 1, 1, 1, 1, 5]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37172.0, 37254.0, 37868.0]",False
4.44_32.73,32.72638889,4.4375,5.0,24.0,"['2016-07-12', '2018-07-03', '2018-07-14', '2019-07-11', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-04']","['2016-07-12', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-14']","[1, 3, 8, 3, 1, 1, 1, 1, 5]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37172.0, 37254.0, 37868.0]",False
5.44_32.73,32.72638889,5.4375,5.0,25.0,"['2016-07-12', '2018-07-03', '2018-07-14', '2019-07-11', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-04']","['2016-07-12', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-14']","[1, 3, 8, 3, 1, 1, 1, 1, 5]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37172.0, 37254.0, 37868.0]",False
6.44_32.73,32.72638889,6.4375,5.0,18.0,"['2016-07-12', '2018-07-03', '2018-07-14', '2019-07-11', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-04']","['2016-07-12', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-14']","[1, 3, 8, 3, 1, 1, 1, 1, 5]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37172.0, 37254.0, 37868.0]",False
7.44_32.73,32.72638889,7.4375,5.0,14.0,"['2016-07-12', '2018-07-03', '2018-07-14', '2019-07-11', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-04']","['2016-07-12', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-14']","[1, 3, 8, 3, 1, 1, 1, 1, 5]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37172.0, 37254.0, 37868.0]",False
8.43_32.73,32.72638889,8.43472222,5.0,15.0,"['2016-07-12', '2018-07-03', '2018-07-14', '2019-07-11', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-04']","['2016-07-12', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-14']","[1, 3, 8, 3, 1, 1, 1, 1, 5]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37172.0, 37254.0, 37868.0]",False
9.43_32.73,32.72638889,9.43472222,5.0,11.0,"['2016-07-12', '2018-07-03', '2018-07-14', '2019-07-11', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-04']","['2016-07-12', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-14']","[1, 3, 8, 3, 1, 1, 1, 1, 5]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37172.0, 37254.0, 37868.0]",False
10.43_32.73,32.72638889,10.43472222,5.0,15.0,"['2016-07-12', '2018-07-03', '2018-07-14', '2019-07-11', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-04']","['2016-07-12', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-14']","[1, 3, 8, 3, 1, 1, 1, 1, 5]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37172.0, 37254.0, 37868.0]",False
38.05_32.73,32.72638889,38.05138889,5.0,12.0,"['2016-07-12', '2018-07-03', '2018-07-14', '2019-07-11', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-04']","['2016-07-12', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2019-08-09', '2021-07-12', '2021-07-16', '2021-08-14']","[1, 3, 8, 3, 1, 1, 1, 1, 5]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 21154.0, 37172.0, 37254.0, 37868.0]",False
