,Latitude,Longitude,Class,EventDays,EventStart,EventEnd,Event_Days,EventLabel,OutsideEvent
0.44_32.6,32.60138889,0.4375,5.0,24.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 1, 5, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
1.44_32.6,32.60138889,1.4375,5.0,30.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 1, 5, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
2.44_32.6,32.60138889,2.4375,5.0,24.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 1, 5, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
3.5_32.6,32.60138889,3.49861111,5.0,20.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 1, 5, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
4.44_32.6,32.60138889,4.4375,5.0,23.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 1, 5, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
5.44_32.6,32.60138889,5.4375,5.0,24.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 1, 5, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
6.44_32.6,32.60138889,6.4375,5.0,17.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 1, 5, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
8.43_32.6,32.60138889,8.43472222,5.0,13.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 1, 5, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
9.43_32.6,32.60138889,9.43472222,5.0,12.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 1, 5, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
10.43_32.6,32.60138889,10.43472222,5.0,13.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 1, 5, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
37.8_32.6,32.60138889,37.80138889,5.0,11.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 1, 5, 1]","[13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
0.56_32.35,32.35138889,0.5625,5.0,25.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 6, 1]","[13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
2.56_32.35,32.35138889,2.5625,5.0,20.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 6, 1]","[13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
3.56_32.35,32.35138889,3.5625,5.0,20.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 6, 1]","[13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
4.56_32.35,32.35138889,4.5625,5.0,21.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 6, 1]","[13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
5.56_32.35,32.35138889,5.5625,5.0,20.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 6, 1]","[13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
6.56_32.35,32.35138889,6.5625,5.0,15.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 6, 1]","[13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
7.56_32.35,32.35138889,7.5625,5.0,12.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 6, 1]","[13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
8.56_32.35,32.35138889,8.55972222,5.0,10.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 6, 1]","[13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
9.56_32.35,32.35138889,9.55972222,5.0,10.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 6, 1]","[13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
38.55_32.35,32.35138889,38.55138889,5.0,13.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 6, 1]","[13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
0.19_32.23,32.22638889,0.1875,5.0,27.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 6, 1]","[13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
2.19_32.23,32.22638889,2.1875,5.0,24.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 6, 1]","[13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
3.19_32.23,32.22638889,3.1875,5.0,18.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 6, 1]","[13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
4.19_32.23,32.22638889,4.1875,5.0,21.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 6, 1]","[13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
5.19_32.23,32.22638889,5.1875,5.0,21.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 6, 1]","[13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
6.19_32.23,32.22638889,6.1875,5.0,15.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 6, 1]","[13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
7.19_32.23,32.22638889,7.1875,5.0,11.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 6, 1]","[13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
8.81_32.23,32.22638889,8.80972222,5.0,10.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 6, 1]","[13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
10.06_32.23,32.22638889,10.05972222,5.0,11.0,"['2018-07-04', '2018-07-13', '2019-07-11', '2021-07-12', '2021-07-16', '2021-08-04', '2021-09-03']","['2018-07-08', '2018-07-28', '2019-07-14', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03']","[2, 10, 2, 1, 1, 6, 1]","[13837.0, 14225.0, 20315.0, 37172.0, 37254.0, 37868.0, 38609.0]",False
0.81_32.1,32.10138889,0.8125,5.0,29.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-08-04', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-08-14', '2021-09-03', '2021-09-05']","[1, 5, 11, 2, 1, 1, 6, 1, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37868.0, 38609.0, 38633.0]",False
1.81_32.1,32.10138889,1.8125,5.0,25.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-08-04', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-08-14', '2021-09-03', '2021-09-05']","[1, 5, 11, 2, 1, 1, 6, 1, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37868.0, 38609.0, 38633.0]",False
2.81_32.1,32.10138889,2.8125,5.0,17.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-08-04', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-08-14', '2021-09-03', '2021-09-05']","[1, 5, 11, 2, 1, 1, 6, 1, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37868.0, 38609.0, 38633.0]",False
3.81_32.1,32.10138889,3.8125,5.0,19.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-08-04', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-08-14', '2021-09-03', '2021-09-05']","[1, 5, 11, 2, 1, 1, 6, 1, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37868.0, 38609.0, 38633.0]",False
4.81_32.1,32.10138889,4.8125,5.0,18.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-08-04', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-08-14', '2021-09-03', '2021-09-05']","[1, 5, 11, 2, 1, 1, 6, 1, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37868.0, 38609.0, 38633.0]",False
5.81_32.1,32.10138889,5.8125,5.0,15.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-08-04', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-08-14', '2021-09-03', '2021-09-05']","[1, 5, 11, 2, 1, 1, 6, 1, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37868.0, 38609.0, 38633.0]",False
6.81_32.1,32.10138889,6.8125,5.0,11.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-08-04', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-08-14', '2021-09-03', '2021-09-05']","[1, 5, 11, 2, 1, 1, 6, 1, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37868.0, 38609.0, 38633.0]",False
7.81_32.1,32.10138889,7.8125,5.0,10.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-08-04', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-08-14', '2021-09-03', '2021-09-05']","[1, 5, 11, 2, 1, 1, 6, 1, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37868.0, 38609.0, 38633.0]",False
0.69_31.98,31.97638889,0.6875,5.0,30.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-08-04', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-08-14', '2021-09-03', '2021-09-05']","[1, 5, 11, 2, 1, 1, 6, 1, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37868.0, 38609.0, 38633.0]",False
1.69_31.98,31.97638889,1.6875,5.0,24.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-08-04', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-08-14', '2021-09-03', '2021-09-05']","[1, 5, 11, 2, 1, 1, 6, 1, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37868.0, 38609.0, 38633.0]",False
2.69_31.98,31.97638889,2.6875,5.0,17.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-08-04', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-08-14', '2021-09-03', '2021-09-05']","[1, 5, 11, 2, 1, 1, 6, 1, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37868.0, 38609.0, 38633.0]",False
3.69_31.98,31.97638889,3.6875,5.0,19.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-08-04', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-08-14', '2021-09-03', '2021-09-05']","[1, 5, 11, 2, 1, 1, 6, 1, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37868.0, 38609.0, 38633.0]",False
4.69_31.98,31.97638889,4.6875,5.0,16.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-08-04', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-08-14', '2021-09-03', '2021-09-05']","[1, 5, 11, 2, 1, 1, 6, 1, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37868.0, 38609.0, 38633.0]",False
6.81_31.98,31.97638889,6.8125,5.0,10.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-08-04', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-08-14', '2021-09-03', '2021-09-05']","[1, 5, 11, 2, 1, 1, 6, 1, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37868.0, 38609.0, 38633.0]",False
10.18_31.98,31.97638889,10.18472222,5.0,10.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-08-04', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-08-14', '2021-09-03', '2021-09-05']","[1, 5, 11, 2, 1, 1, 6, 1, 1]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37868.0, 38609.0, 38633.0]",False
0.69_31.85,31.85138889,0.6875,5.0,32.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
2.69_31.85,31.85138889,2.6875,5.0,16.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
3.69_31.85,31.85138889,3.6875,5.0,18.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
4.69_31.85,31.85138889,4.6875,5.0,14.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
5.69_31.85,31.85138889,5.6875,5.0,13.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
7.31_31.85,31.85138889,7.3125,5.0,10.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
0.81_31.73,31.72638889,0.8125,5.0,31.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
1.81_31.73,31.72638889,1.8125,5.0,21.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
2.81_31.73,31.72638889,2.8125,5.0,15.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
3.81_31.73,31.72638889,3.8125,5.0,16.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
4.81_31.73,31.72638889,4.8125,5.0,14.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
5.81_31.73,31.72638889,5.8125,5.0,11.0,"['2016-07-13', '2018-07-03', '2018-07-12', '2019-07-11', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-06', '2021-09-03', '2021-09-05']","['2016-07-13', '2018-07-08', '2018-07-28', '2019-07-14', '2019-07-30', '2021-07-12', '2021-07-16', '2021-08-14', '2021-09-03', '2021-09-06']","[1, 5, 11, 2, 1, 1, 1, 4, 1, 2]","[3719.0, 13837.0, 14225.0, 20315.0, 20865.0, 37172.0, 37254.0, 37868.0, 38609.0, 38633.0]",False
